date,type,registration,operator,fatalities,location,damage,detail_url,aircraft_category,type_code,time,msn,engine_model,fatalities_detail,other_fatalities,category,phase,nature,departure_airport,destination_airport,narrative
24 Aug 2016,ATR 72-600 (72-212A),EI-FCY,"Aer Lingus Regional, opb Stobart Air",0,52NM East of Cork Airport (EICK),non,https://aviation-safety.net/wikibase/220234,ATR 72-600,AT76,c 09:40 LT,1139,P&W Canada PW127,Fatalities: 0 / Occupants: 63,0,Serious incident,En route,Passenger - Scheduled,Birmingham Airport (EGBB),Cork Airport (EICK),"The aircraft was on a scheduled passenger flight from Birmingham Airport (EGBB), United Kingdom, to Cork Airport (EICK), Ireland. The flight was uneventful until just before the aircraft began its descent into Cork, at which point the Flight Crew received a Master Caution, triggered by two electrical faults. This was followed by a Master Warning associated with electrical smoke and by the sight and smell of smoke in the cockpit. The Flight Crew donned their oxygen masks, declared an emergency (Mayday) to Air Traffic Control (ATC), and carried out the SMOKE Checklist memory actions. Non-normal checklists associated with Smoke, Electrical Smoke, and associated electrical failures were also completed, including the Manual Gear Extension checklist. The smoke cleared and the aircraft landed normally.
There were no injuries.
Examination of the number 2 static inverter showed that a C602 capacitor within the unit had failed in a manner that resulted in electrical smoke being emitted from the unit. This smoke entered the avionics ventilation air flow and was detected by the avionics smoke detector installed in the avionics extract air duct, triggering the associated Master Warnings. The smoke also entered the cockpit and forward cabin, where it was noticed by the Flight Crew and No. 2 CCM.

Probable Cause: ""Failure of the C602 (1-001-0306-0136) capacitor within the number two static inverter.""




Accident investigation:
	
 	 
Investigating agency: 	AAIU
Report number: 	
Status:	Investigation completed
Duration:	2 years and 4 months
Download report:	 Final report"
2 Sep 2016,ATR 72-600 (72-212A),EI-FAW,"Aer Lingus Regional, opb Stobart Air",0,5.5 nm E of Dublin Airport (EIDW),non,https://aviation-safety.net/wikibase/246778,ATR 72-600,AT76,17:38 LT,1122,P&W Canada PW127,Fatalities: 0 / Occupants: 54,0,Serious incident,Approach,Passenger - Scheduled,Edinburgh-Turnhouse Airport (EDI/EGPH),Dublin Airport (DUB/EIDW),"The aircraft, an ATR 72-600, was approaching Dublin Airport (EIDW) following a scheduled passenger flight from Edinburgh Airport (EGPH) in the United Kingdom. During the intermediate descent prior to commencing the published instrument approach procedure for runway 28, the aircraft descended below the altitude assigned by the Air Traffic Control Officer (ATCO).
Theâ€˜Minimum Safe Altitude Warningâ€™ (MSAW) activated on the ATCOâ€™s radar screen to warn the ATCO about the aircraftâ€™s continued descent.
The aircraft had descended to an altitude of 1,082 ft. The altitude of an aircraft at this point on the ILS glideslope for RWY 28 should have been 1,975 ft.
When contacted by the ATCO, the Commander initiated a missed approach, climbed to a safe altitude and obtained radar vectors for a second approach. The aircraft subsequently landed at EIDW without further incident.

Probable Cause:
While conducting an ILS approach, the aircraft was descended unintentionally to an altitude that triggered the ATC Minimum Safe Altitude Warning.
Contributory Cause(s)
1.The Flight Crewâ€™s lack of experience on the ATR72 â€˜-600â€™ aircraft.
2.The Commander became distracted by the manual operation of the TLU to the extent that the flight path was not adequately monitored.
3.There were inappropriate pitch inputs made to the Commanderâ€™s control column that caused the autopilot to disengage.
4.The level of cockpit communication and co-ordination between the Flight Crew was sub-optimal


Accident investigation:
	
 	 
Investigating agency: 	AAIU
Report number: 	
Status:	Investigation completed
Duration:	4 years and 4 months
Download report:	 Final report"
18 Oct 2016,ATR 72-600 (72-212A),EC-MMM,Binter Canarias,0,Las Palmas-Airport de Gran Canaria (LPA/GCLP),unk,https://aviation-safety.net/wikibase/190742,ATR 72-600,AT76,,1337,P&W Canada PW127,Fatalities: 0 / Occupants: 3,0,,Take off,Training,Tenerife-Norte Los Rodeos Airport (TFN/GCXO),Tenerife-Norte Los Rodeos Airport (TFN/GCXO),"A Binter Canarias ATR 72-600 diverted to Las Palmas-Airport de Gran Canaria, Canary Islands, Spain, due to problems with the left hand main landing gear.
The aircraft operated on a training flight, RSC001K, out of Tenerife-Norte Los Rodeos Airport. Upon returning to Tenerife, it was detected that one or both tires of the left hand main gear had burst or deflated.
It was decided to divert to Las Palmas where the aircraft flew to low passes over runway 03L.
A safe landing was then carried out at 12:22 UTC."
22 Oct 2016,ATR 72-600 (72-212A),CS-DJF,"TAP Express, opb White Airways",0,Lisboa-Humberto Delgado Airport (LIS),sub,https://aviation-safety.net/wikibase/319993,ATR 72-600,AT76,22:34,1284,Pratt & Whitney Canada PW127M,Fatalities: 0 / Occupants: 24,0,Accident,Landing,Passenger - Scheduled,Porto-Francisco SÃ¡ Carneiro Airport (OPO/LPPR),Lisboa-Humberto Delgado Airport (LIS/LPPT),"TAP Express flight TP1971, an ATR 72-600, suffered a landing accident at Lisbon's Humberto Delgado Airport in Portugal.
During the final approach on ILS runway 21 in the pilots encountered heavy rain conditions and wind gusts plus ascending and descending wind currents.
The aircraft suffered a hard touchdown, bounced, touched down hard again with excessive load on the nose gear causing both nose wheels to separate while the nose gear strut remained intact.
The aircraft still had too much kinetic energy and bounced a second time, touching the third time on the runway and rolling
on with the main gear and over the nose gear structure.
The crew and passengers were disembarked normally without any injury reports between them.

Probable causes: PIC/PF decision to proceed and force the landing not complying with the unstabilized approach criteria, with air speed well above the reference VAPP.
Contributing factors: Fatigue may have contributed to the accident by directly affecting pilot (PIC/PF) performance.


Accident investigation:
	
 	 
Investigating agency: 	GPIAAF
Report number: 	15/ACCID/2016
Status:	Investigation completed
Duration:	2 years and 4 months
Download report:	 Final report"
28 Oct 2016,ATR 72-600 (72-212A),PR-AQQ,Azul Linhas Aéreas Brasileiras,0,"São Paulo/Campinas-Viracopos International Airport, SP (VCP/SBKP)",min,https://aviation-safety.net/wikibase/191180,ATR 72-600,AT76,17:50,1166,P&W Canada PW127,Fatalities: 0 / Occupants:,0,,Initial climb,Passenger - Scheduled,"São Paulo/Campinas-Viracopos International Airport, SP (VCP/SBKP)","Londrina Airport, PR (LDB/SBLO)","Azul Linhas Aereas flight AD2442 returned to land at São Paulo/Campinas-Viracopos International Airport in Brazil following a bird strike.
The aircraft, an ATR 72-600, took off from runway 33 at 17:50. Climbing through 500 feet the no.2 engine was struck by a bird.
The flight briefly entered a holding and landed back on runway 33 at 18:26 hours.

The occurrence aircraft was back in service on November 2."
14 Nov 2016,ATR 72-600 (72-212A),OY-JZC,"SAS Scandinavian Airlines, opb Jet Time",0,west of Førde Airport Bringeland,non,https://aviation-safety.net/wikibase/242627,ATR 72-600,AT76,08:10,1120,P&W Canada PW127,Fatalities: 0 / Occupants: 40,0,Serious incident,En route,Passenger - Scheduled,Bergen-Flesland Airport (BGO/ENBR),Ã…lesund-Vigra Airport (AES/ENAL),"Flight SAS4144 from Bergen to Ã…lesund was operated by the Danish airline Jet Time on behalf of SAS. En route to Ã…lesund, control of the aircraft was temporarily lost in severe icing conditions.
The control loss occurred in the airspace just west of FÃ¸rde Airport Bringeland as the crew had started to change course to escape the icing conditions.
The crew regained control of the aircraft and continued its flight to Ã…lesund where it subsequently landed as normal. No people on board were injured, nor was there any damage to the aircraft.

The AIBN is of the opinion that the loss of control was the result of a combination of insufficient planning and inappropriate decisions en route, particularly the crew's attempt to climb above the icing conditions despite degraded aircraft performance as well as incorrect use of the autopilot.
Control recovery may have been impeded by the commander's initial response, pulling the control wheel back as the stick shaker activated. The commander is likely to have become startled when the stick shaker activated and the autopilot automatically deactivated, while the aircraft at the same time suddenly banked sharply and simultaneously pitched nose down. He may consequently have pulled the control wheel back due to the so-called startle effect.
Another contribution to the non-optimal control recovery was that two memory items on the checklist for stalling, deploying flaps and increasing engine power, were omitted. However, the crew quickly regained their composure and the rest of the flight and landing in Ã…lesund proceeded without any further problems.
AIBN is of the opinion that icing should be a priority item in risk analyses for airlines when planning to operate in Norway during the icing season, and that it is important to take the characteristics of the aircraft type into account. Such analysis should conjointly consider the flown
routes, the flown flight levels, expected icing conditions, and mitigation actions to adverse conditions including icing, with regard to the aircraft type and specific performance.



Accident investigation:
	
 	 
Investigating agency: 	AIBN
Report number: 	2020-16
Status:	Investigation completed
Duration:	3 years and 10 months
Download report:	 Final report"
25 Dec 2016,ATR 72-600 (72-212A),PK-WGW,Wings Air,0,Semarang-Achmad Yani Airport (SRG),sub,https://aviation-safety.net/wikibase/319952,ATR 72-600,AT76,18:24,1234,Pratt & Whitney Canada PW127M,Fatalities: 0 / Occupants: 72,0,Accident,Landing,Passenger - Scheduled,Bandung Airport (BDO/WICC),Semarang-Achmad Yani Airport (SRG/WAHS),"An ATR 72-600 operating Wings Air flight 1896 suffered a landing accident at Semarang Airport (SRG), Indonesia.
The aircraft departed Bandung at 17:34 hours local time on a scheduled domestic fight to Semarang. The captain acted as Pilot Flying.
The flight from departure until commencing for landing approach was uneventful. The approach was conducted according to the RNAV approach procedure runway 13. At 18:20, the flight was on final and the runway was in sight. The tower controller advised that the surface wind direction was 190Â° with velocity of 15 knots, altimeter setting 1,008 mbs and the runway was wet.
At 18:21, the tower controller had visual contact with the aircraft and issued landing clearance, the pilot acknowledged the clearance and requested to reduce the approach light intensity. The tower controller reduced the light intensity and confirmed whether the intensity was appropriate, which the pilot affirmed.
At 18:24, the aircraft touched down and bounced twice. After the second bounce, the pilot attempted to go around. The aircraft however touched down a third time at an acceleration of 6 G. During the landing roll, the aircraft tilted to the right and deviated to the right of the runway centreline. While waiting ARFF assistance the pilot kept the engines running to keep the cabin lighting system on.
At 18:29 the tower controller advised the pilot to shut down the engines since the ARFF personnel had arrived near the aircraft to assist the evacuation. Passenger evacuation was completed at approximately 10 minutes after the aircraft had stopped. No one was injured. The aircraft was substantially damaged. The right main landing gear folded inward and the propellers tips of engine number 2 were broken at about 26 cm from the tip.

Contributing Factors:
- The visual illusion of aircraft higher than the real altitude resulted in late flare out which made the aircraft bounced.
- The unrecovered bounce resulted in abnormal landing attitude with vertical acceleration up to 6 g and collapsed the right main landing gear.


METAR:

11:00 UTC / 18:00 local time:
WAHS 251100Z 12006KT 6000 FEW015CB SCT016 27/23 Q1008 NOSIG


11:30 UTC / 18:30 local time:
WAHS 251130Z 17007KT 5000 -RA FEW015CB SCT016 25/24 Q1009 NOSIG


Accident investigation:
	
 	 
Investigating agency: 	NTSC
Report number: 	KNKT.16.12.43.04
Status:	Investigation completed
Duration:	2 years 1 month
Download report:	 Final report"
22 Feb 2017,ATR 72-600 (72-212A),VH-VPJ,Virgin Australia Airlines,0,"near Barrington Tops National Park, NSW",non,https://aviation-safety.net/wikibase/193749,ATR 72-600,AT76,14:56,1169,P&W Canada PW127,Fatalities: 0 / Occupants:,0,,En route,Passenger - Scheduled,"Port Macquarie Airport, NSW (PQQ/YPMQ)","Sydney-Kingsford Smith International Airport, NSW (SYD/YSSY)","The aircraft was operating on Flight VA1188 from Port Macquarie Airport to Sydney Airport when an unknown technical fault caused smoke to enter the cockpit. The aircraft was diverted to Newcastle Airport, where it landed without further incident and no injuries were reported."
14 Mar 2017,ATR 72-600 (72-212A),C6-BFQ,Bahamasair,0,Nassau-Lynden Pindling International Airport (NAS),sub,https://aviation-safety.net/wikibase/319909,ATR 72-600,AT76,05:00,1293,Pratt & Whitney Canada PW127M,Fatalities: 0 / Occupants: 0,0,Other,Standing,-,-,-,"A parked Bahamasair ATR 72-600 plane sustained substantial damage after being struck by a violent tornado at Nassau-Lynden Pindling International Airport, Bahamas. The left hand main landing gear collapsed.
The Department of Meteorology stated that the tornado formed from an isolated cumulonimbus cloud in the vicinity of Nassau Airport around 05:00 am.


METAR:

UTC / local time:
MYNN 140800Z 16008KT 9999 SCT018 BKN035 BKN220 25/20 A2995


09:00 UTC / 05:00 local time:
MYNN 140900Z 18022G33KT 8000 SHRA BKN015 BKN035 BKN220 25/21 A2991 RB20


09:10 UTC / 05:10 local time:
MYNN 140910Z 18014G24KT 9999 BKN018TCU BKN035 BKN220 25/20 A2992 RMK TCU/SW--W RESH RE10


10:00 UTC / 06:00 local time:
MYNN 141000Z 18012KT 9999 SCT018TCU BKN035 BKN220 25/21 A2995 RMK TCU/SW--W"
9 May 2017,ATR 72-600 (72-212A),PR-AQV,Azul Linhas Aéreas Brasileiras,0,"En route to Uberlândia, Minas Gerais",min,https://aviation-safety.net/wikibase/195302,ATR 72-600,AT76,18:21,1195,P&W Canada PW127,Fatalities: 0 / Occupants:,0,,En route,Passenger - Scheduled,"SÃ£o Paulo/Campinas-Viracopos International Airport, SP (VCP/SBKP)","UberlÃ¢ndia Airport, MG (UDI)","Azul Linhas AÃ©reas flight AD4966 reported smoke inside the cabin as the aircraft was approaching the destination of UberlÃ¢ndia Airport in Brazil.
An uneventful landing was carried out at 18:21 LT after the pilot requested landing priority.
The next flight of the aircraft was cancelled."
26 May 2017,ATR 72-600 (72-212A),EI-FAT,"Aer Lingus Regional, opb Stobart Air",0,Cork Airport (ORK/EICK),non,https://aviation-safety.net/wikibase/302502,ATR 72-600,AT76,,1097,P&W Canada PW127,Fatalities: 0 / Occupants: 69,0,Accident,Standing,Passenger - Scheduled,Manchester International Airport (MAN/EGCC),Cork Airport (ORK/EICK),"During disembarkation a passenger fell from the top of the passenger door stairs to the ground. The passenger sustained head, knee and shoulder injuries.


Accident investigation:
	
 	 
Investigating agency: 	AAIU
Report number: 	
Status:	Investigation completed
Duration:	
Download report:	 Final report"
19 Nov 2017,ATR 72-600 (72-212A),VH-FVZ,Virgin Australia Airlines,0,"Canberra Airport, ACT (CBR/YSCB)",sub,https://aviation-safety.net/wikibase/319770,ATR 72-600,AT76,13:21,1087,Pratt & Whitney Canada PW127M,Fatalities: 0 / Occupants: 72,0,Accident,Landing,Passenger - Scheduled,"Sydney-Kingsford Smith International Airport, NSW (SYD/YSSY)","Canberra Airport, ACT (CBR/YSCB)","A Virgin Australia Airlines ATR 72-600 suffered a hard landing accident at Canberra Airport, Australia.
The aircraft was being operated by Virgin Australia as flight 646 on a scheduled passenger flight from Sydney to Canberra. On board the aircraft was the captain, first officer, a check captain, two cabin crew and 67 passengers.
The first officer was pilot flying, and the captain was pilot monitoring. The check captain was positioned in the observer seat on the flight deck and was conducting an annual line check of the captain along with a six month line check of the first officer over four flights on the day. The occurrence flight was the last of these flights.
At about 13:20 local time the flight crew were conducting a visual approach to runway 35 at Canberra. The calculated approach speed was 113 kt. At 13:20:52, nine seconds prior to touch down, the aircraft approached the runway at a height of about 107 ft, slightly above the desired approach path. The flight crew reported that at about this time, there was turbulence and changing wind conditions. Flight data showed that at this time, speed had increased to 127 kt. In response to the increasing speed, the first officer reduced power to near flight idle.
Over the next five seconds, the descent rate increased significantly and the speed reduced.
During the last 50 ft of descent, the captain twice called for an increase in power and then called for a go-around. The first officer responded by increasing the power at about the same time as the aircraft touched down.
At 13:21:01, the aircraft touched down heavily on the main landing gear and rear fuselage with a peak recorded vertical acceleration of 2.97G. Assessing that the aircraft was under control, the captain immediately called to the first officer to cancel the go-around and then took control of the aircraft. The flight crew completed the landing roll and taxied to the gate without further incident.
After shutting down the engines, the flight crew reviewed the recorded landing data which indicated a hard landing had occurred, requiring maintenance inspections. The captain then made an entry in the aircraft technical log, and subsequent inspections revealed that the aircraft had been substantially damaged. There were no reported injuries.

Contributing factors:
- During the approach, the pilot flying did not identify that the speed had exceeded the stabilised approach criteria, which required immediate correction or initiation of a go-around.
- In response to an assessment of overshoot shear, the pilot flying reduced power to idle at a height greater than that stipulated by operator procedures. This resulted in an abnormally high descent rate that was not reduced prior to touchdown.
- A significant change in the wind direction and strength immediately before the aircraft touched down further increased the aircraft's descent rate and contributed to the resultant damage.
- Verbal and physical intervention by the pilot monitoring did not prevent the hard landing.


METAR:

02:00 UTC / 13:00 local time:
YSCB 190200Z 10013KT 9999 SCT050 SCT240 21/08 Q1024 NOSIG


03:00 UTC / 14:00 local time:
YSCB 190300Z 06010KT 040V110 9999 SCT052 SCT250 22/09 Q1023 NOSIG


Accident investigation:
	
 	 
Investigating agency: 	ATSB
Report number: 	AO-2017-111
Status:	Investigation completed
Duration:	1 year and 11 months
Download report:	 Final report"
21 Nov 2017,ATR 72-600 (72-212A),PK-WHS,Wings Air,0,near Namp Island,non,https://aviation-safety.net/wikibase/366959,ATR 72-600,AT76,01:31 UTC,1307,P&W Canada PW127,Fatalities: 0 / Occupants: 66,0,Serious incident,En route,Passenger - Scheduled,Sumbawa Besar-Brang Bidji Airport (SWQ/WADS),Lombok International Airport (LOP/WADL),"Wings Air flight IW1861, an ATR 72-600 and a Cessna 172S (PK-BYK) were involved in an airprox incident near Namp Island, Indonesia.
The Cessna was being operated by Balai Pendidikan dan Pelatihan Penerbangan Banyuwangi (BP3B) on a cross country training flight from Blimbingsari Airport (WADY), Banyuwangi to Sultan Muhammad Kaharuddin airport (WADS), Sumbawa Besar.
PK-BYK with two student pilots on board departed from WADY with intention to cruise at altitude of 7,000 feet and
when approaching point KUBU TAMBAHAN, PK-BYK requested to Bali approach controller to climb to altitude of 9,000 feet which was approved.
At the same time, the an ATR 72-600 had departed from WADS with cruising altitude of 8,000 feet. The Pilot in Command (PIC) acted as PM and the Second in Command (SIC) acted as PF.
When PK-BYK was approaching point NAMP ISLAND, the Cessna's PF saw an ATR 72-600 aircraft flying through clouds from the opposite direction with the aircraft nose slightly up. The PF of PK-BYK assumed that the ATR 72-600 aircraft was climbing, so he decided to descend with the intention to avoid the ATR 72-600 aircraft.

The separation of both aircraft reduced to below minima when the PK-BYK pilot left 9000 feet at 01:31:40 UTC, the distance of both aircraft was 4.7 nm and continued reducing to a horizontal distance of 2 nm.
Both flights continued their flight to the destination safely.

Contributing Factors
The assumption of ATR72-600 on climbing and not aware of the right of way rules resulted in the PK-BYK pilot decided to descend aircraft for traffic avoidance.


Accident investigation:
	
 	 
Investigating agency: 	NTSC
Report number: 	KNKT.17.11.33.04
Status:	Investigation completed
Duration:	1 year and 5 months
Download report:	 Final report"
6 Dec 2017,ATR 72-600 (72-212A),EC-MPI,Binter Canarias,0,"nr TESEL, Islas Canarias TMA",non,https://aviation-safety.net/wikibase/204155,ATR 72-600,AT76,15:18 UTC,1396,P&W Canada PW127,Fatalities: 0 / Occupants: 78,0,Serious incident,En route,Passenger - Scheduled,Tenerife-Norte Los Rodeos Airport (TFN/GCXO),Santa Cruz-La Palma Airport (SPC/GCLA),"A Piper PA-28 and an ATR 72-600 were involved in an airprox incident in the Canary Islands TMA, Spain.
The Piper PA-28-181 (EC-JMT), was on a private VFR flight in the northwest of the island of Tenerife. The pilot informed the controller of his intention to descend from flight level FL115 for an approach to runway 12 at the Tenerife North Airport (GCXO). The controller authorized the maneuver and informed him that there was traffic, an ATR 72-600, which was reaching FL100, 10 miles northeast of its position.
The Binter Canarias ATR 72 aircraft (EC-MPI, flight NT631) had taken off from the Tenerife North Airport runway 12 using the SID ARACO3K. The flight was authorized to climb to flight level FL100 and, subsequently, to fly directly to 8.5 DME fix of runway 36 at the La Palma Airport.
Subsequently, the controller informed the Piper aircraft of the position of the ATR 72. At that time they were 5 miles apart. The controller also instructed him to maintain his flight level, between 105 or 110, until he had the ATR 72 in sight.
When the aircraft were 3 miles apart, the Piper pilot informed the controller that he had traffic in sight. The controller authorized him to continue the descent and proceed to the approach for runway 12.
The aircraft were in radio contact with the air traffic control service on different frequencies. The executive controller who was in contect with the ATR 72 was absent and his position was assumed by the planning controller. This last controller was unaware of the existence of the Piper traffic and was surprised that the ATR 72 informed him that he had had a TCAS warning.
Despite being visible, the distance between the aircraft was reduced to 1.13 miles, horizontally, and 200 feet vertically.
After the loss of separation, the aircraft continued their flights without further incident.

Causes/contributing factors:
The investigation has determined that this incident was caused because the GCCCINB sector controller did not inform the ATR 72-212A aircraft of the existence of another aircraft and its proximity.
They were contributing factors:
- Lack of compliance by controllers with the letter of agreement between units regarding transfers of control.
- A deficient relay of control post after the temporary absence of the sector controller GCCCINB.


Accident investigation:
	
 	 
Investigating agency: 	CIAIAC
Report number: 	IN-031/2017
Status:	Investigation completed
Duration:	
Download report:	 Final report"
22 Dec 2017,ATR 72-600 (72-212A),XA-UYT,Aeromar,0,Mexico City International Airport (MEX/MMMX),min,https://aviation-safety.net/wikibase/203866,ATR 72-600,AT76,,1400,P&W Canada PW127,Fatalities: 0 / Occupants:,0,Serious incident,Take off,Passenger - Scheduled,Mexico City-Benito JuÃ¡rez International Airport (MEX/MMMX),Colima Airport (CLQ/MMIA),"Aeromar flight VW461 aborted the takeoff following a ""Super Boost"" failure indication.
After turning off the runway at taxiway B4, the aircraft was no longer able to move due to the overheating of the brakes of the main landing gear."
22 Dec 2017,ATR 72-600 (72-212A),XA-MKH,Aeromar,0,Mexico City International Airport (MEX/MMMX),min,https://aviation-safety.net/wikibase/203868,ATR 72-600,AT76,,1096,P&W Canada PW127,Fatalities: 0 / Occupants:,0,Serious incident,Take off,Passenger - Scheduled,Mexico City-Benito JuÃ¡rez International Airport (MEX/MMMX),Colima Airport (CLQ/MMIA),"While climbing through FL100 after takeoff, the crew noticed an indication of a fire in engine no. 1. They shut down the engine and decided to return to Mexico City International Airport.
Flight 240 landed safely."
15 Jan 2018,ATR 72-600 (72-212A),PR-AQM,Azul Linhas Aéreas Brasileiras,0,"Aeroporto Pedro Otacílio Figueiredo, Vitória da Conquista",non,https://aviation-safety.net/wikibase/204567,ATR 72-600,AT76,22:00 LT,1113,P&W Canada PW127,Fatalities: 0 / Occupants: 74,0,,Approach,Passenger - Scheduled,"Belo Horizonte-Tancredo Neves International Airport, MG (CNF/SBCF)","VitÃ³ria da Conquista Airport, BA (VDC/SBQV)","Azul Linhas AÃ©reas flight AD9277 requested landing priority at VitÃ³ria da Conquista Airport, Brazil due to suspected electrical problems.
Smoke was reported in the aircraft."
28 Mar 2018,ATR 72-600 (72-212A),VT-IYD,IndiGo Airlines,0,Hyderabad-Rajiv Gandhi International Airport (HYD/VOHS),min,https://aviation-safety.net/wikibase/208390,ATR 72-600,AT76,22:25,1480,P&W Canada PW127,Fatalities: 0 / Occupants: 77,0,Serious incident,Landing,Passenger - Scheduled,Tirupati Airport (TIR/VOTP),Hyderabad-Rajiv Gandhi International Airport (HYD/VOHS),"IndiGo flight 6E 7117 operated by an ATR 72-600 from Tirupati to Hyderabad, India, suffered a tyre burst while landing on runway 09R at Hyderabad Airport. The 72 passengers and one infant and four crew members are safe.


Probable Cause of the Incident
â€œDuring flight, the crew had put the parking brakes to emergency position, while Pilot-in-Command explained and demonstrated its (parking brake) working to the First Officer. Both of them forgot to put the parking brakes back to â€œOFFâ€ position. As the parking brakes continued to be at â€˜EMERâ€™ position during touchdown and landing roll, this resulted in consequential damages during touchdown and landing roll.â€


Accident investigation:
	
 	 
Investigating agency: 	AAIB India
Report number: 	
Status:	Investigation completed
Duration:	1 year 1 month
Download report:	 Final report"
29 Mar 2018,ATR 72-600 (72-212A),XA-UYY,Aeromar,0,Mexico City-Benito Juárez International Airport (MEX),sub,https://aviation-safety.net/wikibase/319701,ATR 72-600,AT76,,1428,Pratt & Whitney Canada PW127M,Fatalities: 0 / Occupants:,0,Accident,Standing,-,-,-,An ATR 72-600 of Aeromar (XA-UYY) was engaged in an engine test run when the aircraft jumped the chocks. It continued until the left hand engine impacted the rear fuselage of an Aeromar ATR 42-500 XA-UAV). The tail cone and rudder of the ATR 42 sustained substantial damage.
25 Apr 2018,ATR 72-600 (72-212A),CN-COH,RAM Express,0,Al Hoceima-Charif Al Idrissi Airport (AHU/GMTA),min,https://aviation-safety.net/wikibase/316722,ATR 72-600,AT76,,1034,P&W Canada PW127,Fatalities: 0 / Occupants:,0,Serious incident,Landing,Passenger - Scheduled,Casablanca-Mohamed V Airport (CMN/GMMN),Al Hoceima-Charif Al Idrissi Airport (AHU/GMTA),"On arriving at the Cherif Alidrissi d'Al-Hoceima airport, the aeroplane made a hard landing and then immediately took off as there were birds on the runway. After inspecting the aeroplane, the captain decided to cancel the flight."
21 May 2018,ATR 72-600 (72-212A),VT-AIX,"Air India Regional, opb Alliance Air",0,Shirdi Airport (SAG/VASD),non,https://aviation-safety.net/wikibase/211294,ATR 72-600,AT76,16:50,1268,P&W Canada PW127,Fatalities: 0 / Occupants: 70,0,Serious incident,Landing,Passenger - Scheduled,Mumbai-Chhatrapati Shivaji International Airport (BOM/VABB),Shirdi Airport (SAG/VASD),"Air India Regional flight 9I653 suffered a runway excursion after landing at Shirdi Airport, India. The aircraft came to rest 50 m past the end of the runway.
The airport has a single 2,500 m asphalt runway.

PROBABLE CAUSE OF THE INCIDENT
The crew while attempting to land under high tailwind conditions, bounced twice and made a delayed touchdown which eventually resulted into runway overrun.
Contributory factor:
i. The runway selection by the crew, probably to save time, had tailwinds during approach and landing.
ii. The continuation of the approach while aircraft was not stabilised.
iii. The continuation of the landing while conditions were not suitable to stop the aircraft on the runway.



Weather at the airport about the time of the incident (1120Z / 16:50 LT):
VASD 211200Z 31008KT 6000 NSC 38/20 Q1008 NOSIG
VASD 211130Z 32011KT 6000 NSC 39/20 Q1007 NOSIG
VASD 211100Z 33006KT 6000 NSC 40/20 Q1007 NOSIG




Accident investigation:
	
 	 
Investigating agency: 	AAIB India
Report number: 	
Status:	Investigation completed
Duration:	1 year and 3 months
Download report:	 Final report"
18 Jun 2018,ATR 72-600 (72-212A),EC-LRH,Air Nostrum/Iberia Regional,0,Madrid-Barajas Adolfo Suárez Airport (MAD/LEMD),unk,https://aviation-safety.net/wikibase/212367,ATR 72-600,AT76,c. 16:22 LT,999,P&W Canada PW127,Fatalities: 0 / Occupants:,0,,Initial climb,Passenger - Scheduled,Madrid-Barajas Adolfo SuÃ¡rez Airport (MAD/LEMD),Almeria Airport (LEI/LEAM),"Flight IB8592 returned to land at Madrid-Barajas Adolfo SuÃ¡rez Airport, Spain, after suffering a bird strike. On of the propellers of the ATR 72-600 impacted the bird. A safe landing was made, 24 minutes after departure.
The aircraft was inspected and re-entered service five hours later."
